Policy Number,Quote Date,Quote Ref,Policy start date,Line of Business,Underwriter,Premium amount,Policy status,Last renewal date,Payment Method,Business source,Account number,Sort code,Cancel Date,Declared accident,Conviction,Title,First name,Surname,Gender,Address Postcode,Email,Phone,Voluntary Excess,Compulsory Excess,Occupation,NCB,Licence Years,Email Domain,Marital status ,Véhicule registration ,Make ,Model,Class of use,Cover type,Purchase Date,Storage,Vehicle value ,Date of Birth 
P37459932,18/07/2025,Q550799,28/03/2024,Private,Zurich,159.3,Suspended,21/02/2023,Direct debit,Aggregator,86670730,14799,null,NO,No,Mrs,Sarah,Brown,Female,"18 Edinburgh Road, G48 1XX",sarah.brown@yahoo.com,7672779132,0,50,Retired,5,18,gmail.com,Married,CA16YAC,Audi,A3,Business use,Third Party fire,05/02/2022,Garage,6717,07/12/1985
Mf37777061,06/11/2025,Q187012,02/06/2024,Commercial,Aviva,891.42,Cancelled,null,Monthly,Aggregator,88382382,68006,null,Yes,YES,Dr,James,Green,Other,"65 London Road, L68 2XX",james.green@gmail.com,7254952930,0,100,Personal Trainer,6,16,Gmail.com,Marriage,MD23YYB,Ford,Focus,Social & Commuting,Third Party fire,25/11/2023,Street,17615,27/12/1960
P55330244,Invalid Date,Q744576,28/08/2024,Commercial,Zurich,1141.93,lapse,null,paid in full,Aggregator,48437346,96024,null,Yes,Yes,Ms,Amelia,johnson ,Other,"94 Manchester Road, G52 2XX",amelia.johnson@yahoo.com,7846990261,500,50,Manager,5,15,gmail.com,Divorced,GA14XZC,Volkswagen,Golf,Commercial,Third Party fire,08/09/2019,Car Park,18424,05/08/1966
A67496290,18/06/2025,Q364058,12/03/2024,Commercial,Tradex insurance,1861.46,lapse,null,paid in full,Aggregator,72936129,47918,null,NO,YES,Miss,Katie,Green,Female,"46 Birmingham Road, M82 8XX",katie.green@gmail.com,7515923439,0,100,Engineer,3,14,gmail.com,Living with partner,CP23VAB,Ford,Mondeo,Social only,Third Party fire,30/07/2019,Garage,39197,07/03/1995
Mf81937042,17/04/2024,Q374266,17/09/2025,Commercial,AXA,455.12,Pending,null,paid in full,Direct,52544415,29927,null,Yes,No,Ms,Katie,Jones,Male,"5 Birmingham Road, B80 7XX",katie.jones@gmail.com,7601238411,100,50,Driver,1,16,Yahoo.com,Living with partner,LP18YZB,Mercedez,C Class,Social & Commuting,Third Party only,22/09/2017,Driveway,19999,20/02/2001
H66496998,22/09/2025,Q383981,06/08/2024,Private,Allianz,425.05,Cancelled,null,Monthly,Comparison Site,42992836,60420,null,null,Yes,Mx,Katie,taylor ,Female,"80 Edinburgh Road, B22 9XX",katie.taylor@yahoo.com,7314711038,0,50,Driver,11,18,Gmail.com,Living with partner,CA11YYC,Volkswagen,Polo,Commercial,Third Party fire,21/05/2020,Garage,38864,12/03/1987
H54575177,28/04/2025,Q443534,06/06/2025,Commercial,Tradex insurance,520.87,Live,null,paid in full,Direct,21391539,33572,null,NO,Yes,Miss,Katie,Wood,Female,"42 Bristol Road, M57 9XX",katie.wood@hotmail.com,7213057997,0,50,Student,11,14,Hotmail.com,Married,LP18XAZ,Ford,Mondeo,Social only,Third Party fire,02/08/2018,Garage,37929,19/05/1997
H98149722,11/08/2024,Q323451,15/11/2024,Commercial,Zurich,1098.6 USD,Live,null,Direct debit,Broker,52698130,62627,null,YES,Yes,Ms,Mark,Hall,Female,"3 Liverpool Road, G6 2XX",mark.hall@hotmail.com,7124617358,500,200,Doctor,11,19,gmail.com,Single,CP18YZC,Volkwagen,Golf,Commercial,Third Party fire,30/11/2019,Garage,47166,01/09/1990
H56854738,30/11/2025,Q722414,23/02/2025,Private,AXA,135.89,Suspended,13/09/2023,Monthly,Aggregator,53220091,96634,null,null,YES,Ms,Thomas,Robinson,Other,"2 Bristol Road, L7 7XX",thomas.robinson@gmail.com,7648278581,250,0,Personal Trainer,4,17,Yahoo.com,Widowed,CP12VZZ,Volkswagen,Golf,Commercial,Third Party only,31/12/2022,Street,15650,28/09/1982
A53422137,04/08/2025,Q963890,22/02/2025,Private,Aviva,702.96,Cancelled,null,Credit Card,Aggregator,27067141,87968,null,null,NO,Miss,David,Green,Female,"72 Birmingham Road, M91 6XX",david.green@yahoo.com,7173264469,100,50,Student,7,16,Hotmail.com,Married,CP23VZC,Mercedez,C Class,Commercial,Comprehensive,01/04/2018,Private Land,18305,19/10/1979
Mf32040826,26/08/2024,Q810614,18/11/2024,Private,Tradex insurance,1727.01,Suspended,null,Credit Card,Broker,20896834,66224,null,YES,No,Dr,Emma,Brown,Male,"60 Liverpool Road, B65 8XX",emma.brown@gmail.com,7416204500,100,200,IT Consultant,8,7,Yahoo.com,Married,GP24YAB,Volkswagen,Golf,Social only,Third Party only,05/02/2020,Driveway,25361,13/10/1998
H83020346,27/10/2025,Q808489,31/10/2025,Private,Zurich,947.07,Cancelled,null,Monthly,Aggregator,23701510,16756,null,No,NO,Mr,Charles,walker ,Female,"64 London Road, G11 1XX",charles.walker@gmail.com,7795572125,100,50,Personal Trainer,15,18,gmail.com,Widowed,MA14VZB,Mercedes,A Class,Commercial,Third Party only,22/05/2019,Driveway,39748,28/10/1967
Mf17263698,17/10/2025,Q898400,18/08/2024,Private,Zurich,1757.22,Suspended,17/10/2024,Monthly,Direct,17511615,22247,null,YES,null,Mrs,Emma,Williams,Male,"18 Glasgow Road, B55 6XX",emma.williams@gmail.com,7941532177,100,50,Manager,5,17,Yahoo.com,Divorced,LD25YAZ,BMW,5 Series,Social & Commuting,Comprehensive,25/03/2022,Car Park,4492,24/05/1969
H24906993,02/10/2025,Q921968,Invalid Date,Private,Allianz,1752.9,Suspended,null,Monthly,Broker,60261363,84447,null,YES,NO,Ms,Emily,Wood,Female,"75 Glasgow Road, G35 2XX",emily.wood@hotmail.com,7427864566,250,0,Engineer,3,12,gmail.com,Single,LA13YYZ,BMW,X5,Commercial,Comprehensive,10/05/2021,Garage,48663,30/06/2004
H34056713,12/08/2024,Q803027,18/04/2025,Commercial,Direct Line,$1226.41,Live,null,paid in full,Broker,62411258,61391,null,null,Yes,Dr,Sarah,Hall,Male,"78 Edinburgh Road, L62 6XX",sarah.hall@hotmail.com,7561232735,250,0,Sales Assistant,2,0,gmail.com,Living with partner,CP17YYC,Audi,A3,Business use,Third Party fire,09/12/2019,Street,8936,02/07/1966
Q13386718,Invalid Date,Q117769,23/02/2024,Private,Markerstudy Insurance,437.84,lapse,24/12/2024,Cheque,Aggregator,71055511,73856,null,Yes,YES,Mr,Mark,Wood,Male,"75 Manchester Road, B83 9XX",mark.wood@yahoo.com,7557914419,500,0,Personla Trainer,7,15,Yahoo.com,Single,CA17XYZ,Ford,Fiesta,Social & Commuting,Comprehensive,05/06/2023,Private Land,2316,15/07/1968
A19571214,11/02/2025,Q607651,02/06/2024,Commercial,Aviva,1457.27,lapse,null,Credit Card,Broker,52981058,94756,null,null,null,Miss,Sophia,Walker,Other,"69 Birmingham Road, G66 9XX",sophia.walker@hotmail.com,7639316300,500,0,Nurse,15,14,gmail.com,Married,GP23YAC,Mercedez,C Class,Social only,Third Party only,12/11/2021,Car Park,12747,25/09/1966
Q53877230,24/07/2024,Q318257,03/08/2025,Private,Markerstudy Insurance,519.42,Pending,null,Cheque,Broker,46225850,39448,null,YES,NO,Mx,Robert,Williams,Male,"13 Birmingham Road, G27 4XX",robert.williams@gmail.com,7147031121,500,200,Unemployed,4,14,Gmail.com,Marriage,MA22YAB,BMW,X5,Commercial,Third Party fire,03/08/2021,Garage,22588,14/07/1999
A68479562,08/02/2025,Q527036,23/04/2025,Commercial,Allianz,1624.22,Pending,null,paid in full,Direct,15962921,35893,null,NO,NO,Mrs,William,wilson ,Female,"96 Liverpool Road, G56 5XX",william.wilson@hotmail.com,7322770954,100,200,Student,2,15,Yahoo.com,Married,CA16XAZ,Volkwagen,Polo,Social only,Comprehensive,02/01/2015,Car Park,36852,09/11/1961
P77124101,09/12/2024,Q158498,05/09/2025,Commercial,Allianz,1332.91,Live,null,Cheque,Comparison Site,81135999,46183,null,null,Yes,Mx,Olivia,Wright,Other,"30 Leeds Road, G68 5XX",olivia.wright@yahoo.com,7180761055,500,50,Nurse,11,19,Hotmail.com,Marriage,CP17YYC,Toyota,Yaris,Business use,Third Party fire,26/11/2019,Driveway,48917,06/04/1965
Mf55945078,19/10/2025,Q149355,24/12/2025,Private,Aviva,1943.87,lapse,null,Cheque,Broker,33985481,95243,null,null,Yes,Dr,James,Davies,Other,"66 Manchester Road, M26 8XX",james.davies@hotmail.com,7467839902,0,0,Unemployed,3,17,Yahoo.com,Living with partner,GA24YZZ,Audi,A3,Commercial,Third Party fire,19/11/2015,Car Park,25310,21/06/1960
Mf78081517,22/10/2024,Q610150,20/04/2025,Private,Direct Line,761.06,Suspended,null,paid in full,Aggregator,42286983,58002,null,Yes,null,Mx,Robert,Smith,Male,"21 Leeds Road, M86 4XX",robert.smith@gmail.com,7858156840,250,200,Sales Assistant,11,14,gmail.com,Marriage,MA11VZB,Mercedez,A Class,Commercial,Third Party fire,29/12/2019,Driveway,10986,02/08/1965
Mf91328836,29/12/2025,Q712525,21/12/2025,Commercial,AXA,103.32,Suspended,null,Monthly,Aggregator,48365731,70298,null,Yes,YES,Mr,Harper,Brown,Other,"87 Edinburgh Road, B75 3XX",harper.brown@hotmail.com,7120978680,0,100,Student,2,5,Yahoo.com,Living with partner,LD18VZC,Toyota,RAV4,Business use,Third Party fire,01/12/2020,Street,43743,28/11/1960
Mf45458879,19/06/2024,Q341089,07/07/2024,Commercial,Allianz,1495.14,lapse,null,Cheque,Broker,14290410,17028,null,YES,YES,Mrs,Sarah,Evans,Male,"50 Edinburgh Road, B53 4XX",sarah.evans@gmail.com,7210811216,250,50,Unemployed,6,16,Gmail.com,Widowed,LA16VZZ,Toyota,Yaris,Social only,Third Party only,03/01/2022,Car Park,5799,06/05/1974
H21737811,29/11/2024,Q293858,15/05/2024,Private,Markerstudy Insurance,1269.96,Cancelled,null,Cheque,Comparison Site,10513051,70436,null,No,YES,Dr,Sarah,Thompson,Female,"88 Bristol Road, G92 4XX",sarah.thompson@gmail.com,7348436596,100,0,Sales Assistant,14,10,Gmail.com,Marriage,MD11XYC,Mercedez,C Class,Business use,Third Party fire,04/06/2021,Driveway,39731,10/01/1991
H75130518,20/03/2025,Q466856,14/04/2025,Private,AXA,1188.47,Live,null,Cheque,Direct,82479202,38630,null,null,null,Ms,Thomas,Walker,Other,"12 Leeds Road, L95 3XX",thomas.walker@gmail.com,7887878599,0,50,Unemployed,5,17,Hotmail.com,Married,GD21YZZ,Volkswagen,Golf,Social only,Third Party only,16/11/2018,Car Park,15840,21/08/2000
A77568543,29/07/2024,Q865229,null,Private,AXA,$1767.22,lapse,13/06/2023,Monthly,Aggregator,86263425,61002,null,null,No,Mx,Emily,Robinson,Female,"32 Manchester Road, B96 1XX",emily.robinson@hotmail.com,7370929870,250,100,Teacher,7,13,Gmail.com,Divorced,LA10YZB,Volkswagen,Golf,Commercial,Third Party only,13/12/2021,Car Park,35345,09/05/2005
P97011298,08/08/2024,Q216909,02/04/2025,Commercial,Allianz,772.1,lapse,null,Credit Card,Broker,98413484,33319,30/07/2025,null,Yes,Mrs,Isabella,Wilson,Female,"62 Leeds Road, B35 7XX",isabella.wilson@gmail.com,7418542931,500,200,Personal Trainer,12,5,Gmail.com,Married,GA25YZC,Mercedes,E Class,Business use,Third Party fire,29/11/2017,Private Land,43981,11/11/1982
H13632256,29/11/2025,Q850127,19/05/2025,Commercial,Tradex insurance,609.24,Pending,null,Monthly,Aggregator,26861933,97907,22/07/2025,YES,No,Mr,Michael,Stick,Male,"55 Liverpool Road, B90 9XX",michael.stick@gmail.com,7660929121,250,0,Doctor,13,12,Yahoo.com,Living with partner,CA25VZC,Volkswagen,Passat,Social & Commuting,Third Party fire,05/12/2017,Street,43837,21/08/1978
P33514518,21/12/2025,Q341014,20/08/2024,Commercial,Allianz,1642.64,lapse,null,Direct debit,Aggregator,45702213,31388,null,NO,No,Dr,William,Roberts,Female,"57 Manchester Road, M58 8XX",william.roberts@gmail.com,7392983612,100,100,Accountant,8,18,Hotmail.com,Single,LD25YZZ,Audi,A3,Social only,Comprehensive,11/09/2015,Car Park,31203,19/03/1986
H58506912,11/09/2024,Q356532,08/04/2025,Private,Zurich,1767.56,lapse,null,Monthly,Broker,91155062,77541,null,NO,No,Mrs,Mark,North,Male,"84 Glasgow Road, L48 7XX",mark.north@yahoo.com,7651740438,500,0,IT Consultant,10,3,Gmail.com,Marriage,MD23XAB,Toyota,RAV4,Business use,Third Party fire,16/10/2020,Car Park,11334,17/09/1995
P21763062,18/03/2024,Q113606,28/05/2024,Private,Tradex insurance,705.97,Pending,13/09/2024,Direct debit,Direct,12999544,51015,null,YES,NO,Mx,Emma,Hall,Female,"43 Edinburgh Road, G75 8XX",emma.hall@gmail.com,7594146254,0,200,Teacher,7,2,Yahoo.com,Married,LP25VAZ,Ford,Fiesta,Social & Commuting,Third Party fire,16/09/2019,Garage,15986,10/11/1985
A43244727,23/11/2025,Q563931,12/08/2025,Private,Markerstudy Insurance,1253.64,lapse,29/12/2024,paid in full,Broker,66141446,84399,null,Yes,null,Mx,Sophia,Jones,Other,"7 Manchester Road, M26 6XX",sophia.jones@hotmail.com,7816992478,500,100,Personal Trainer,5,16,Yahoo.com,Single,CD14YAZ,Volkwagen,Golf,Social & Commuting,Comprehensive,24/11/2020,Private Land,27064,04/10/1997
A68605085,05/07/2024,Q208664,09/12/2025,Private,Tradex insurance,1082.78,lapse,14/05/2024,Monthly,Direct,28252309,59621,30/09/2025,YES,No,Mx,Katie,Jones,Male,"61 Liverpool Road, M7 8XX",katie.jones@yahoo.com,7715444511,500,200,Nurse,0,7,Yahoo.com,Widowed,GP12VZC,Mercedez,C Class,Social only,Third Party only,20/12/2019,Private Land,5396,19/01/2001
H78185147,18/02/2024,Q855997,24/01/2024,Commercial,Tradex insurance,null,Suspended,10/02/2024,Direct debit,Aggregator,89153769,21166,null,null,Yes,Ms,Robert,White,Other,"8 London Road, G4 2XX",robert.white@yahoo.com,7220454534,500,200,Unemployed,5,0,gmail.com,Married,CA22VYZ,Toyota,Yaris,Commercial,Comprehensive,16/05/2015,Driveway,4053,09/10/1996
Q95657270,02/01/2024,Q853823,03/01/2024,Commercial,Tradex insurance,1308.52,lapse,25/08/2023,Credit Card,Broker,85159053,11801,null,YES,NO,Mr,Sophia,Green,Other,"57 Birmingham Road, B23 9XX",sophia.green@gmail.com,7318959757,250,50,Doctor,13,4,gmail.com,Living with partner,MA17YYB,Toyota,RAV4,Business use,Third Party only,Invalid Date,Street,28756,null
A85633191,07/07/2024,Q780136,13/08/2024,Commercial,Allianz,1400.28,Pending,null,Cheque,Comparison Site,80123359,58215,null,NO,No,Mr,David,Wood,Female,"45 Birmingham Road, B15 5XX",david.wood@gmail.com,7999953916,250,0,Retired,1,15,gmail.com,Marriage,GA21YYC,Toyota,Yaris,Social only,Comprehensive,18/03/2021,Private Land,41540,10/09/1967
P31283974,06/03/2024,Q743475,16/10/2024,Private,Allianz,934.95,lapse,null,Credit Card,Aggregator,33907687,78180,09/06/2024,Yes,Yes,Miss,Charles,Evans,Male,"87 Edinburgh Road, G21 1XX",charles.evans@yahoo.com,7686737517,500,50,Driver,15,6,Yahoo.com,Married,GA12XYZ,Mercedez,A Class,Business use,Third Party fire,26/09/2018,Garage,47380,26/10/1965
Mf25776304,19/09/2024,Q564161,17/03/2024,Private,Allianz,430.69,Cancelled,21/10/2023,Monthly,Direct,84532811,17377,null,null,NO,Mrs,Joseph,Jones,Male,"38 Bristol Road, L10 1XX",joseph.jones@hotmail.com,7488841348,100,200,Manager,10,6,gmail.com,Single,CD14VAB,Mercedez,C Class,Social & Commuting,Third Party fire,12/11/2015,Garage,30291,15/05/1990
A90543496,23/01/2025,Q242239,15/01/2024,Commercial,Aviva,1617.18,Suspended,16/02/2024,Cheque,Broker,25117261,14650,null,Yes,No,Dr,Olivia,Thompson,Male,"93 Edinburgh Road, B58 4XX",olivia.thompson@gmail.com,7973631463,100,50,Sales Assistant,8,4,Yahoo.com,Married,LA23VAB,Ford,Fiesta,Business use,Third Party only,26/10/2015,Driveway,10071,19/05/2005
P45773086,08/12/2024,Q193807,02/05/2024,Private,Aviva,1223.83,lapse,null,Credit Card,Direct,12234830,67155,null,Yes,null,Ms,Harper,Walker,Other,"82 Edinburgh Road, G98 2XX",harper.walker@gmail.com,7660948666,100,0,Personla Trainer,8,13,Gmail.com,Widowed,GD25YZB,Volkswagen,Passat,Commercial,Third Party fire,17/12/2016,Car Park,9219,26/04/1992
Q28816592,03/01/2025,Q467759,07/09/2024,Private,Aviva,1276.71,lapse,null,paid in full,Direct,32953981,23773,null,No,null,Mx,Katie,Evans,Female,"38 Leeds Road, M50 9XX",katie.evans@yahoo.com,7561904261,0,200,Teacher,5,19,Hotmail.com,Single,CP19YYB,Toyota,Corolla,Social only,Comprehensive,03/10/2017,Car Park,49821,25/03/2002
Q65507975,11/12/2024,Q192067,null,Commercial,AXA,1206.91,Pending,27/12/2024,Direct debit,Comparison Site,77082084,93297,16/06/2025,NO,NO,Ms,Charles,thompson ,Other,"73 Edinburgh Road, M7 3XX",charles.thompson@hotmail.com,7205808748,250,0,Retired,11,17,gmail.com,Marriage,LA23XYC,Toyota,Corolla,Business use,Comprehensive,04/05/2023,Street,42138,04/03/1971
P20713557,13/04/2025,Q228772,07/01/2025,Commercial,AXA,806.31,lapse,19/10/2023,Credit Card,Broker,46371869,57929,null,Yes,YES,Mr,Amelia,Jones,Female,"19 Liverpool Road, B36 4XX",amelia.jones@yahoo.com,7580747696,0,200,Engineer,15,9,gmail.com,Marriage,LP16YZZ,Volkwagen,Polo,Business use,Third Party only,17/09/2018,Street,28058,02/08/1967
P11545249,09/09/2024,Q858962,05/06/2024,Private,Tradex insurance,483.86,lapse,null,Cheque,Direct,31472984,31255,19/03/2024,YES,No,Ms,Olivia,north ,Female,"93 Liverpool Road, L58 8XX",olivia.north@yahoo.com,7604897559,0,0,Personla Trainer,3,12,gmail.com,Marriage,CD24XAZ,Volkswagen,Golf,Commercial,Comprehensive,06/09/2022,Private Land,7246,06/12/1974
Q59824529,29/08/2024,Q801189,02/12/2025,Commercial,Direct Line,1806.38,Suspended,null,paid in full,Broker,48841004,85473,null,NO,Yes,Mx,Isabella,White,Other,"29 Birmingham Road, L24 5XX",isabella.white@yahoo.com,7830507500,250,200,Manager,5,4,Hotmail.com,Widowed,CD24VZZ,BMW,5 Series,Social only,Third Party only,10/08/2023,Street,45279,08/05/2000
Q91424717,Invalid Date,Q809018,09/03/2025,Commercial,Tradex insurance,1427.9 USD,lapse,null,Credit Card,Comparison Site,31710026,49346,null,YES,YES,Mx,John,Hall,Female,"33 Edinburgh Road, G16 7XX",john.hall@yahoo.com,7712766788,500,200,Personal Trainer,2,19,Gmail.com,Living with partner,LP15XZZ,Toyota,RAV4,Commercial,Third Party only,21/02/2018,Street,28011,28/10/1976
A71767723,06/06/2025,Q742235,19/01/2024,Private,Zurich,1339.76,Suspended,null,Monthly,Aggregator,70169495,34307,null,Yes,null,Miss,Michael,Stick,Female,"93 Leeds Road, G84 1XX",michael.stick@hotmail.com,7426776496,0,200,Doctor,4,13,gmail.com,Single,LA15YYC,Audi,A3,Social only,Third Party only,28/08/2023,Garage,2678,22/02/1998
Q97815476,28/08/2025,Q160913,07/08/2024,Commercial,Aviva,295.97,Cancelled,09/04/2023,Credit Card,Direct,74400556,87001,null,NO,null,Miss,Sarah,Wood,Female,"28 Liverpool Road, L78 4XX",sarah.wood@yahoo.com,7411342305,250,0,Student,0,13,Yahoo.com,Marriage,CD17XZC,Mercedez,C Class,Social & Commuting,Third Party fire,20/12/2017,Private Land,28558,19/11/1988
A62801907,23/02/2025,Q553504,null,Commercial,Direct Line,502.85,Cancelled,null,Direct debit,Aggregator,10261190,69752,null,null,Yes,Dr,Katie,Taylor,Male,"83 Liverpool Road, B89 3XX",katie.taylor@yahoo.com,7497779180,0,200,Personal Trainer,2,5,Hotmail.com,Married,GD12YZZ,Mercedes,A Class,Social only,Third Party only,10/06/2016,Driveway,21192,04/03/1989
Q98768833,04/02/2024,Q898241,20/12/2025,Private,Direct Line,1030.91,Live,01/10/2024,Direct debit,Broker,96513466,14331,null,YES,YES,Dr,James,Evans,Male,"13 Edinburgh Road, G26 1XX",james.evans@yahoo.com,7285635589,100,100,Doctor,2,7,Hotmail.com,Widowed,MA17YAB,Mercedes,C Class,Social & Commuting,Third Party fire,23/07/2016,Street,47262,06/10/2001
A27350201,26/08/2024,Q116281,10/11/2025,Private,Markerstudy Insurance,394.95,Pending,23/08/2024,paid in full,Comparison Site,58167797,39231,null,null,No,Ms,Michael,Brown,Male,"15 Liverpool Road, B83 5XX",michael.brown@hotmail.com,7161393387,500,0,Driver,4,7,Hotmail.com,Widowed,LD20YZC,Volkwagen,Polo,Commercial,Third Party fire,04/02/2017,Private Land,30075,22/03/1969
Q42424246,10/01/2024,Q825064,Invalid Date,Private,Aviva,1911.66,lapse,05/10/2024,paid in full,Aggregator,15462342,11095,null,Yes,NO,Mrs,Sarah,Roberts,Female,"14 Manchester Road, L70 2XX",sarah.roberts@hotmail.com,7187645432,500,50,Sales Assistant,13,13,Hotmail.com,Divorced,CA11VZC,BMW,3 Series,Commercial,Third Party only,28/11/2016,Car Park,35139,21/11/1971
H86564200,23/01/2025,Q338812,10/01/2025,Private,Zurich,339.24,lapse,null,Direct debit,Aggregator,26425803,56816,null,YES,YES,Mr,Olivia,Davies,Male,"94 Birmingham Road, L40 8XX",olivia.davies@hotmail.com,7998084692,250,100,Manager,15,2,Hotmail.com,Divorced,MP18YZB,Volkswagen,Polo,Social & Commuting,Third Party fire,null,Garage,18479,18/06/1977
Mf22006094,25/04/2024,Q341641,12/01/2024,Private,Direct Line,1631.89,Pending,null,paid in full,Direct,34720611,92604,null,YES,No,Mrs,Charles,walker ,Male,"90 Glasgow Road, L84 9XX",charles.walker@yahoo.com,7593803656,250,200,Student,4,14,Hotmail.com,Married,GA12VZZ,Toyota,Corolla,Commercial,Third Party only,12/11/2016,Garage,10197,04/08/1980
A64129684,25/01/2024,Q324147,21/01/2024,Commercial,Direct Line,1537.1,Live,null,paid in full,Direct,31721587,18434,null,YES,No,Dr,Michael,Robinson,Female,"40 Bristol Road, G12 8XX",michael.robinson@hotmail.com,7714441394,0,200,Student,9,11,Yahoo.com,Marriage,LP20YAZ,Volkwagen,Golf,Social & Commuting,Comprehensive,16/04/2015,Street,4817,18/08/1973
Q97328977,10/05/2025,Q865167,11/01/2024,Commercial,AXA,1534.75,Pending,25/02/2023,paid in full,Direct,94224388,76957,null,null,NO,Mrs,Mia,Smith,Other,"83 Glasgow Road, B68 5XX",mia.smith@yahoo.com,7496654939,0,100,Teacher,10,12,Hotmail.com,Married,MA24VYC,Toyota,Yaris,Commercial,Third Party fire,15/11/2022,Driveway,2768,25/01/1993
P67545408,20/09/2025,Q101364,17/06/2025,Private,Zurich,548.28,Pending,null,Monthly,Direct,13886851,30757,null,Yes,Yes,Mx,Emma,Stick,Male,"86 Manchester Road, L7 5XX",emma.stick@hotmail.com,7276937953,0,0,Accountant,12,12,gmail.com,Divorced,CA20YZC,Audi,A4,Social & Commuting,Third Party only,24/08/2016,Garage,26464,03/09/1973
H38364836,23/11/2025,Q259541,10/07/2025,Private,AXA,1850.1,lapse,null,Credit Card,Direct,90862057,62151,null,YES,YES,Mr,Sophia,Taylor,Male,"69 London Road, B27 5XX",sophia.taylor@gmail.com,7690818985,100,0,Driver,7,11,gmail.com,Marriage,GD14VZZ,Toyota,Yaris,Business use,Comprehensive,02/09/2020,Garage,28649,11/08/1977
H60676226,23/08/2025,Q299391,Invalid Date,Commercial,Allianz,1905.56 USD,Pending,21/05/2023,Credit Card,Direct,14557980,19704,null,NO,YES,Mrs,Charles,Johnson,Other,"20 Liverpool Road, G4 1XX",charles.johnson@hotmail.com,7748052356,100,200,Accountant,5,9,Yahoo.com,Widowed,CA24VZB,Volkswagen,Golf,Social only,Comprehensive,03/01/2019,Driveway,42995,09/11/1967
H15022249,01/12/2024,Q651457,07/03/2025,Private,Markerstudy Insurance,986.76,Cancelled,null,Credit Card,Aggregator,26943311,33265,null,NO,YES,Miss,Joseph,North,Other,"23 Liverpool Road, M79 6XX",joseph.north@yahoo.com,7831899576,0,50,Doctor,3,1,Gmail.com,Single,CP16XYB,Audi,A3,Social only,Third Party fire,10/06/2015,Car Park,13464,16/12/1970
